Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade,AtRisk
S08402,24,28.8,6.64,86.37,80.72,94.47,8.0,103119.84,15.87,81.0,9.2,2.82,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,92.23,A-,No
S08403,22,38.9,11.73,84.91,85.19,99.64,6.9,88088.26,15.15,84.5,10.7,4.11,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,89.68,B+,No
S08404,21,29.0,14.62,76.79,69.49,79.44,7.7,133883.75,16.9,114.6,11.8,4.07,Female,Visual,Yes,Yes,False,Medium,Bachelors_Degree,Average,89.69,B+,No
S08405,21,21.1,11.55,71.02,63.36,77.25,8.5,90276.58,14.45,97.4,12.6,2.83,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,80.92,B-,Yes
S08406,25,23.7,7.23,81.32,77.07,82.99,7.5,153490.42,15.08,84.8,16.2,2.75,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,91.25,A-,No
S08407,22,5.0,9.4,61.05,45.09,77.65,7.8,126397.11,16.57,106.7,19.3,4.31,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,78.89,C+,Yes
S08408,21,20.9,13.71,72.67,69.47,87.78,6.3,157202.15,17.68,94.5,10.7,3.86,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,91.56,A-,No
S08409,21,36.1,12.83,77.08,75.74,82.37,7.3,90518.3,12.3,112.0,10.9,4.15,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,84.23,B,No
S08410,21,19.0,12.33,79.98,64.01,77.29,9.3,102677.6,19.26,36.3,12.4,2.16,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.18,B,No
S08411,21,28.8,8.97,75.3,77.45,93.63,7.5,80358.49,16.66,64.6,10.2,2.95,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,87.2,B+,No
S08412,18,39.3,10.31,68.47,67.33,70.72,7.7,112692.13,10.66,122.8,13.5,4.82,Other,Kinesthetic,No,Yes,False,High,Associate_Degree,Average,78.03,C+,Yes
S08413,25,26.7,10.78,70.84,76.89,74.26,5.5,134226.39,16.66,124.8,14.7,5.98,Male,Visual,No,Yes,False,Medium,Bachelors_Degree,Poor,84.56,B,No
S08414,20,16.5,10.86,59.47,56.38,66.48,8.9,128627.62,15.26,118.4,12.4,3.58,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,81.61,B-,Yes
S08415,26,17.6,6.3,74.83,69.73,77.68,7.6,189445.84,14.39,178.0,15.5,4.71,Male,Reading/Writing,No,Yes,False,Medium,Masters_Degree,Average,84.12,B,No
S08416,21,30.1,12.46,84.73,81.03,95.44,8.3,112234.4,19.15,101.7,5.2,2.9,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,90.96,A-,No
S08417,23,35.1,10.57,85.05,82.89,93.6,7.6,114631.68,15.33,89.7,8.6,2.99,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,93.21,A,No
S08418,23,25.3,11.37,72.89,73.07,82.14,6.0,126219.73,16.44,81.3,13.6,3.97,Male,Visual,No,Yes,True,Medium,Associate_Degree,Average,89.48,B+,No
S08419,20,31.1,12.54,72.84,66.0,66.9,6.9,72098.92,14.42,150.2,9.7,4.98,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,74.0,C,Yes
S08420,23,17.9,3.66,74.26,63.16,88.0,7.8,88136.57,15.8,114.2,17.2,3.77,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.48,B-,Yes
S08421,20,21.5,8.62,64.07,68.67,70.39,7.5,62096.54,19.36,85.7,5.9,4.57,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,80.42,B-,Yes
S08422,22,24.4,9.37,67.51,65.57,64.9,7.3,87127.0,15.5,129.1,11.0,4.98,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,75.39,C,Yes
S08423,24,36.9,13.69,81.75,78.89,81.45,5.6,98209.44,12.32,114.0,9.0,4.87,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,88.53,B+,No
S08424,21,29.0,15.95,76.59,70.34,78.36,8.0,84919.28,15.07,37.7,11.5,3.34,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.71,B,No
S08425,21,23.9,9.29,68.75,69.57,69.88,7.6,122594.67,18.55,90.0,9.9,4.97,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,85.82,B,No
S08426,22,22.0,11.84,72.41,68.52,76.41,7.6,93300.26,17.43,100.4,6.7,3.99,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,85.23,B,No
S08427,22,18.9,9.24,78.65,68.65,84.07,9.7,88075.27,16.4,37.6,13.0,2.54,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,83.84,B,No
S08428,23,10.0,4.93,53.04,59.39,61.63,7.5,116574.31,16.87,141.2,15.8,4.51,Female,Auditory,No,Yes,False,High,Associate_Degree,Average,72.79,C-,Yes
S08429,21,13.7,9.65,69.18,62.51,74.01,8.7,140300.02,19.41,83.5,10.0,3.52,Male,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,86.41,B,No
S08430,25,27.0,6.67,83.82,80.95,94.97,6.7,116304.03,15.59,92.9,13.9,2.8,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.72,A-,No
S08431,23,22.7,9.65,70.02,74.21,87.46,5.9,100632.73,13.66,66.3,16.2,4.69,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Poor,85.73,B,No
S08432,21,29.3,7.64,66.97,62.17,68.3,6.2,89058.04,10.68,123.7,20.8,5.07,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,70.6,C-,Yes
S08433,23,25.2,15.7,83.33,70.49,87.0,7.1,151008.13,17.09,113.2,10.2,3.88,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,93.31,A,No
S08434,27,15.6,9.93,82.19,79.98,85.76,8.1,178837.14,22.53,115.6,7.2,1.72,Male,Reading/Writing,Yes,Yes,False,Low,Masters_Degree,Excellent,97.74,A,No
S08435,22,21.0,8.53,68.19,69.44,76.27,8.6,141636.67,16.73,100.3,17.6,3.37,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,85.53,B,No
S08436,19,23.5,8.73,63.95,70.81,76.26,8.9,145332.11,17.29,130.0,6.5,4.03,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,82.8,B-,Yes
S08437,21,27.0,10.88,72.05,70.01,77.38,7.9,122505.87,16.38,109.8,12.7,3.71,Male,Visual,No,Yes,False,Medium,Associate_Degree,Average,86.42,B,No
S08438,21,25.3,12.63,73.35,70.82,81.64,7.5,122764.73,15.86,103.9,8.3,3.6,Male,Visual,No,Yes,True,Medium,Associate_Degree,Average,87.48,B+,No
S08439,23,25.7,8.96,74.95,74.19,84.63,6.8,143342.91,15.28,104.7,16.0,3.53,Male,Visual,No,Yes,True,Medium,Bachelors_Degree,Average,88.64,B+,No
S08440,24,34.4,14.17,90.89,86.28,101.59,4.9,116947.7,16.51,50.1,12.8,4.23,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Poor,95.09,A,No
S08441,23,15.1,8.33,76.63,64.46,86.05,7.9,104436.14,16.88,89.0,16.5,3.94,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,83.69,B,No
S08442,23,37.0,10.99,88.22,89.11,96.34,6.6,84144.32,17.14,49.7,4.3,2.39,Female,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,94.53,A,No
S08443,23,27.6,10.89,77.17,76.47,84.79,6.8,122401.44,15.8,77.3,15.2,3.29,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,88.65,B+,No
S08444,22,25.3,11.21,76.98,72.28,89.24,8.0,69010.58,14.16,37.6,6.0,2.3,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,86.19,B,No
S08445,24,19.6,8.35,77.23,66.73,83.71,6.8,137988.29,15.98,94.1,19.5,3.72,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,87.99,B+,No
S08446,25,28.1,12.76,78.34,79.81,70.98,6.2,137330.65,15.09,115.4,7.1,4.05,Female,Visual,Yes,Yes,False,Medium,Bachelors_Degree,Average,92.31,A-,No
S08447,24,23.7,7.72,79.56,70.86,83.03,6.7,100211.48,15.04,111.1,16.8,3.77,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,85.15,B,No
S08448,18,18.8,10.56,57.41,53.43,53.67,7.5,19800.0,14.24,93.1,7.1,4.27,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,71.35,C-,Yes
S08449,24,14.2,5.3,80.09,70.28,91.62,9.2,46200.21,17.16,31.0,12.0,2.08,Female,Auditory,Yes,Yes,False,Medium,High_School_Diploma,Excellent,81.38,B-,Yes
S08450,23,7.3,5.02,59.71,49.26,64.95,7.6,97053.48,15.85,159.6,16.4,4.94,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,68.74,D,Yes
S08451,20,34.3,11.79,79.23,73.28,86.39,7.1,110193.55,14.62,73.9,6.2,4.44,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.0,A-,No
S08452,19,29.6,10.42,76.49,69.72,82.59,8.3,67484.47,17.44,63.3,8.1,1.88,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Excellent,83.78,B,No
S08453,21,11.4,3.92,67.33,53.18,65.86,10.0,61568.82,16.97,90.2,11.1,3.43,Female,Auditory,No,Yes,False,High,High_School_Diploma,Excellent,75.91,C,Yes
S08454,21,31.1,10.21,83.19,67.86,87.29,8.0,99646.64,15.17,97.4,13.9,4.14,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.69,B,No
S08455,21,30.0,9.42,77.53,73.37,88.15,7.3,39074.72,15.16,64.6,18.2,3.19,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,78.93,C+,Yes
S08456,23,24.2,10.66,78.24,77.73,88.63,7.1,110116.64,16.19,65.0,15.4,4.08,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.45,B+,No
S08457,25,22.9,10.99,78.37,80.39,75.73,6.8,130523.17,18.36,86.2,11.7,3.0,Male,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,90.28,A-,No
S08458,22,26.6,6.72,76.61,72.16,79.96,6.8,48104.36,16.43,77.5,11.8,3.99,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,80.89,B-,Yes
S08459,21,20.6,8.62,72.19,59.28,70.83,8.2,115773.32,13.97,128.7,14.2,3.88,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,75.07,C,Yes
S08460,20,27.4,9.21,65.2,72.82,73.72,7.2,68685.88,14.04,68.8,11.0,4.36,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,80.08,B-,Yes
S08461,25,31.7,12.7,90.42,79.03,89.32,5.2,85639.58,13.85,103.1,12.0,4.23,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,87.51,B+,No
S08462,23,19.7,10.9,73.24,59.61,74.57,7.5,161661.6,13.51,143.0,20.3,4.17,Male,Reading/Writing,No,Yes,False,Medium,Masters_Degree,Average,80.04,B-,Yes
S08463,22,20.8,10.47,80.5,76.21,88.39,8.4,80244.96,19.47,55.1,12.9,2.08,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,82.61,B-,Yes
S08464,24,23.8,9.94,83.77,75.01,80.4,8.7,134577.37,18.08,114.0,15.1,2.69,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,87.66,B+,No
S08465,21,39.8,11.69,86.38,77.89,86.64,6.5,92064.69,14.76,100.9,8.1,3.06,Female,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,89.11,B+,No
S08466,18,19.6,7.2,60.08,61.89,76.92,8.5,53461.93,18.65,74.2,9.5,3.67,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,77.71,C+,Yes
S08467,18,27.4,11.36,64.65,63.21,73.77,7.0,47476.45,15.2,74.6,10.7,4.94,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,78.62,C+,Yes
S08468,22,14.4,15.19,64.04,54.33,65.78,6.0,130921.17,14.62,165.1,10.6,5.62,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Average,77.0,C+,Yes
S08469,22,14.7,11.32,80.13,61.45,86.44,9.8,70106.77,17.64,71.8,9.6,2.71,Female,Auditory,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,81.98,B-,Yes
S08470,24,18.3,5.95,71.28,63.75,73.2,7.6,84392.68,13.75,129.0,14.6,4.5,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,73.97,C,Yes
S08471,20,32.6,13.93,78.13,68.76,75.02,7.6,101961.81,15.72,132.9,8.9,5.07,Male,Visual,Yes,Yes,False,High,Associate_Degree,Average,80.83,B-,Yes
S08472,23,29.9,9.21,73.8,74.34,77.87,7.1,51687.48,15.22,101.2,14.2,4.27,Female,Visual,No,Yes,False,Medium,High_School_Diploma,Average,81.27,B-,Yes
S08473,22,32.5,9.03,79.01,81.86,97.43,7.0,86364.75,16.19,59.6,15.0,3.81,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.04,B+,No
S08474,27,32.7,7.27,90.83,87.25,91.7,6.4,111621.92,15.04,76.7,11.4,3.43,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,93.97,A,No
S08475,24,23.2,7.5,82.68,75.37,88.0,7.4,54017.19,16.07,81.2,12.0,4.0,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,82.43,B-,Yes
S08476,23,15.5,11.71,69.74,68.34,79.54,7.1,124749.14,16.33,53.9,15.7,4.39,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,85.03,B,No
S08477,21,32.3,11.41,82.91,72.79,86.4,7.0,113233.19,14.01,96.1,15.2,4.22,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,86.94,B,No
S08478,23,28.2,11.57,83.12,82.66,84.22,6.9,105499.0,18.28,73.4,7.0,3.19,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.21,A-,No
S08479,20,20.3,10.84,65.35,64.99,75.43,8.6,109188.61,16.26,106.2,14.2,3.57,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,81.82,B-,Yes
S08480,23,16.2,9.81,75.71,60.7,80.9,7.9,73998.31,16.28,122.8,12.1,4.62,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,77.28,C+,Yes
S08481,20,18.6,8.24,66.48,59.84,71.98,7.9,108327.49,15.76,117.5,12.5,4.33,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,80.96,B-,Yes
S08482,20,28.6,13.28,79.33,71.42,88.54,7.6,108097.34,15.62,53.5,11.9,3.26,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.29,B+,No
S08483,26,24.4,9.34,75.71,70.15,68.9,5.8,96406.96,12.83,120.9,15.9,5.0,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Poor,76.52,C,Yes
S08484,18,31.3,14.24,75.02,68.92,89.32,8.3,80486.1,14.36,62.2,8.3,3.0,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,84.77,B,No
S08485,23,22.2,5.44,76.66,75.06,84.1,7.3,61163.48,15.43,64.0,12.8,4.18,Female,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,81.5,B-,Yes
S08486,18,29.2,12.32,67.26,67.3,68.83,9.1,79661.78,16.61,102.5,12.5,3.26,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Excellent,79.29,C+,Yes
S08487,21,26.8,8.2,74.05,78.79,83.13,9.6,120148.15,19.86,64.8,8.0,3.0,Female,Visual,No,Yes,True,Medium,Associate_Degree,Excellent,89.7,B+,No
S08488,21,30.8,13.07,90.48,74.39,96.13,8.1,105641.34,16.87,34.5,10.8,2.45,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,92.43,A-,No
S08489,19,27.7,12.62,68.89,57.19,68.8,7.2,78792.32,14.59,108.2,14.8,4.36,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,80.1,B-,Yes
S08490,19,19.0,6.66,66.01,57.03,73.7,7.3,49333.38,17.53,72.4,12.1,4.63,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,76.83,C,Yes
S08491,25,22.0,6.54,75.46,89.28,89.53,8.2,101291.94,19.2,29.0,7.3,1.57,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Excellent,92.09,A-,No
S08492,23,31.8,11.51,88.04,78.23,88.17,8.4,120444.19,16.11,96.3,10.1,2.07,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,91.35,A-,No
S08493,23,42.4,14.11,89.11,85.88,90.57,4.7,108454.26,11.94,85.8,14.8,5.17,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,90.23,A-,No
S08494,23,10.8,10.35,66.34,63.11,70.9,8.7,147966.85,17.38,162.2,10.9,4.25,Male,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,78.08,C+,Yes
S08495,21,30.5,13.33,79.38,71.84,80.94,8.1,62850.87,13.79,90.7,10.5,2.72,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Excellent,81.42,B-,Yes
S08496,25,17.2,6.51,76.62,81.75,84.41,8.4,75663.71,19.99,47.0,9.7,1.83,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Excellent,85.65,B,No
S08497,23,25.0,10.47,78.38,78.19,89.77,7.9,134736.7,16.99,74.7,8.4,2.84,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,93.28,A,No
S08498,23,8.7,6.07,58.07,61.25,61.53,7.4,101717.64,17.91,117.8,9.9,4.34,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,80.41,B-,Yes
S08499,21,25.3,8.71,64.92,68.33,66.1,6.4,99390.18,15.39,113.0,13.2,4.52,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,80.44,B-,Yes
S08500,20,33.9,11.22,84.12,75.95,95.26,8.3,139319.76,18.26,122.3,4.0,3.71,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,93.01,A,No
S08501,21,35.3,13.86,82.1,71.26,80.31,7.2,71884.81,13.38,80.3,13.8,3.89,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,82.83,B-,Yes
S08502,20,29.8,5.49,74.94,70.61,89.47,8.0,68511.54,16.18,58.2,9.3,3.5,Male,Visual,No,Yes,True,Medium,High_School_Diploma,Average,86.36,B,No
S08503,22,46.5,12.32,84.82,91.16,84.49,6.0,131725.87,15.48,130.2,9.5,4.5,Female,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,92.69,A-,No
S08504,25,20.7,8.99,85.8,71.05,88.51,7.0,137877.61,14.55,104.5,14.0,2.78,Male,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,89.62,B+,No
S08505,23,30.3,10.88,73.55,76.6,74.27,7.7,110175.12,17.8,113.0,10.9,4.31,Female,Visual,No,Yes,False,High,Associate_Degree,Average,88.32,B+,No
S08506,18,24.1,12.0,65.78,61.57,74.58,7.9,60407.24,16.15,63.7,10.7,4.35,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,79.66,C+,Yes
S08507,23,22.5,11.46,79.71,72.52,85.24,7.5,128891.51,18.75,108.6,4.5,3.84,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,91.21,A-,No
S08508,19,21.3,8.74,69.49,65.49,82.21,7.3,58736.28,17.53,34.1,15.9,3.93,Male,Reading/Writing,No,No,False,High,High_School_Diploma,Average,79.8,C+,Yes
S08509,24,24.1,10.29,85.48,77.23,87.75,7.1,108931.77,18.81,111.5,12.2,3.05,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,87.6,B+,No
S08510,22,22.4,11.25,71.02,65.27,72.48,7.6,88240.59,17.08,111.7,9.7,4.1,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,83.0,B,No
S08511,20,34.0,12.41,81.16,73.86,92.98,7.4,63344.24,15.08,10.0,8.7,3.31,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,89.29,B+,No
S08512,18,40.7,15.35,86.57,78.92,93.89,7.8,106137.81,17.66,62.6,3.7,4.08,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.83,A,No
S08513,20,25.6,9.76,72.89,68.13,80.32,7.5,129464.81,17.39,105.7,13.8,4.15,Male,Visual,No,Yes,True,Medium,Associate_Degree,Average,86.31,B,No
S08514,20,25.3,13.87,74.23,72.02,82.24,8.1,161542.62,18.05,73.7,6.7,2.57,Other,Visual,No,Yes,True,Medium,Masters_Degree,Excellent,93.57,A,No
S08515,21,21.3,6.17,76.69,59.41,80.91,8.9,85451.42,13.58,96.3,13.2,3.07,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,80.73,B-,Yes
S08516,22,18.1,8.84,70.58,66.0,81.87,7.9,103019.89,17.01,94.9,12.4,4.04,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,84.69,B,No
S08517,21,36.4,12.96,83.8,71.12,84.91,7.4,81090.82,12.16,91.6,13.0,4.19,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.05,B,No
S08518,20,27.0,14.18,75.28,67.16,82.7,7.3,104996.23,16.29,63.8,11.2,3.78,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.17,B+,No
S08519,23,39.4,10.11,91.73,82.73,102.0,6.2,90341.13,14.56,29.3,13.0,2.42,Male,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,94.7,A,No
S08520,22,26.7,10.95,77.8,63.78,74.94,8.1,62948.2,13.69,105.9,16.8,2.86,Female,Visual,Yes,Yes,False,Medium,High_School_Diploma,Excellent,77.61,C+,Yes
S08521,21,25.8,10.53,78.85,68.17,81.86,9.1,42556.51,14.59,61.7,10.7,2.33,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Excellent,79.18,C+,Yes
S08522,21,26.9,12.28,84.29,82.48,101.87,7.6,122508.15,19.73,18.5,8.1,3.65,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,94.1,A,No
S08523,21,20.8,11.98,74.69,66.94,85.89,8.5,108503.67,16.12,51.7,11.9,2.42,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,86.87,B,No
S08524,23,27.9,12.17,86.28,70.24,88.77,8.2,81938.11,14.32,87.7,10.3,2.39,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,85.93,B,No
S08525,24,21.1,12.33,74.14,72.78,83.88,6.1,112394.44,15.08,113.1,12.5,3.72,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,86.18,B,No
S08526,23,32.0,6.76,79.87,69.64,80.65,8.5,67393.14,12.71,113.0,17.9,3.16,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Excellent,79.72,C+,Yes
S08527,22,8.5,6.63,57.64,47.48,68.75,7.4,96778.57,11.6,81.4,22.6,4.24,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,71.92,C-,Yes
S08528,20,27.1,12.29,75.35,74.25,85.33,7.6,80157.91,17.8,41.7,4.0,3.62,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.66,B+,No
S08529,22,16.7,5.28,65.91,59.43,73.29,6.9,63943.67,15.46,103.5,18.8,4.67,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,74.75,C,Yes
S08530,24,18.9,6.69,72.34,75.56,76.45,7.9,99396.78,19.51,134.1,8.3,4.46,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,77.56,C+,Yes
S08531,22,27.2,8.16,73.79,73.8,81.84,7.8,97210.63,14.93,77.4,13.8,3.97,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,83.98,B,No
S08532,18,40.5,12.93,75.27,72.65,85.58,7.5,67524.8,15.56,82.0,9.9,4.13,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,84.08,B,No
S08533,20,29.4,10.59,69.6,68.64,76.57,8.7,69186.56,14.67,110.0,8.9,3.43,Male,Visual,No,Yes,False,High,High_School_Diploma,Excellent,80.63,B-,Yes
S08534,23,32.7,9.42,76.41,71.56,77.09,7.1,145650.69,12.73,155.3,12.7,4.48,Male,Visual,Yes,Yes,False,Medium,Bachelors_Degree,Average,83.88,B,No
S08535,21,34.7,15.83,76.94,78.61,91.52,6.7,125710.5,14.16,71.1,10.2,4.33,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.58,A-,No
S08536,21,26.0,12.48,70.68,67.2,78.97,7.2,90991.92,14.23,95.0,19.2,4.7,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,79.74,C+,Yes
S08537,22,20.6,6.89,73.6,62.61,76.86,7.6,82340.01,13.83,125.7,10.1,4.34,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,75.53,C,Yes
S08538,25,15.4,3.74,68.05,63.97,72.25,6.2,76563.79,15.19,85.5,17.9,4.32,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,80.2,B-,Yes
S08539,21,38.0,11.66,81.7,91.86,97.53,7.2,119191.63,19.19,30.2,9.8,3.73,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,95.17,A,No
S08540,26,5.0,8.69,71.51,60.22,75.36,9.2,136558.05,17.37,98.8,16.1,3.18,Male,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,84.05,B,No
S08541,22,18.0,8.01,66.04,54.66,65.88,8.9,41910.06,14.07,113.7,12.6,3.04,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,74.21,C,Yes
S08542,23,37.1,6.55,84.84,80.6,84.41,8.6,53562.79,15.47,64.7,4.7,3.58,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Excellent,89.33,B+,No
S08543,22,10.0,7.23,63.8,53.77,70.56,7.4,105489.66,15.41,108.8,15.6,4.41,Female,Auditory,No,Yes,False,High,Associate_Degree,Average,78.97,C+,Yes
S08544,24,27.5,13.63,85.74,76.92,88.74,6.6,89930.29,17.16,108.0,13.4,3.13,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.94,B,No
S08545,22,32.4,14.04,86.83,67.23,88.56,6.6,96091.67,13.12,108.8,13.0,4.16,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.55,B,No
S08546,24,19.6,7.17,81.15,75.01,89.76,7.8,73410.43,15.01,57.3,6.8,3.14,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.47,B,No
